store,brand,week,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,deal,feat,sales
1,1,154,2.26,2.39,1.82,1.96,2.5,2.68,4.49,3.55,3.75,3.74,2.66,1,1,199.7
1,1,155,2.47,1.13,2.77,4.25,2.92,3.6,2.41,2.26,2.56,3.46,1.35,0,1,100.0
1,1,156,3.73,2.99,4.3,3.96,1.92,2.37,1.8,1.27,1.48,4.61,4.24,0,0,168.0
1,1,157,1.35,3.82,1.13,2.32,4.64,4.78,3.77,1.9,2.29,3.16,2.74,0,0,180.1
1,1,158,1.71,3.85,1.36,1.67,2.8,1.61,3.55,3.91,3.17,4.5,2.72,1,0,126.9
1,1,159,1.36,3.53,2.31,3.53,1.91,4.63,1.64,1.01,4.0,1.84,2.54,0,1,194.9
1,1,160,1.84,2.85,4.98,2.08,4.54,3.01,2.13,1.1,2.67,3.33,3.49,1,1,192.0
1,1,161,3.6,2.05,1.24,3.85,4.83,2.97,3.89,3.69,2.1,1.41,1.82,0,1,120.0
1,1,162,1.34,2.96,2.89,2.66,4.65,4.33,3.62,4.88,4.59,2.94,3.1,1,0,180.5
1,1,163,1.58,4.45,2.51,1.88,2.52,2.81,3.38,3.61,3.57,2.68,3.62,0,1,167.5
1,1,164,1.81,1.61,2.12,3.01,1.12,1.95,2.39,4.09,4.7,4.78,1.38,0,0,119.9
1,1,165,2.65,4.77,1.17,4.0,4.38,4.9,1.02,3.3,1.73,3.28,2.91,0,1,163.3
1,1,166,3.44,4.75,4.62,2.86,2.52,1.95,4.66,3.33,1.24,3.4,3.13,1,0,159.1
1,1,167,2.41,3.89,4.37,2.9,1.74,1.39,3.3,4.4,2.56,2.86,4.57,0,1,136.1
1,1,168,2.75,4.82,2.92,3.18,1.81,1.71,1.08,2.11,1.97,1.32,4.45,1,0,168.6
1,1,169,2.83,3.59,2.9,4.83,2.8,4.78,3.59,2.28,4.83,2.58,2.76,0,1,198.6
1,1,170,2.32,2.2,2.68,3.98,3.06,3.02,1.62,4.64,3.53,1.69,2.95,1,1,186.0
1,1,171,4.96,4.54,1.94,4.18,3.39,1.3,4.91,2.08,1.36,1.34,1.31,1,1,170.3
1,1,172,3.11,4.01,1.01,2.07,3.33,1.68,1.79,1.63,4.54,1.72,2.49,0,0,172.7
1,1,173,2.68,2.71,4.56,2.01,2.36,3.83,3.7,4.35,1.03,3.06,3.38,0,0,158.8
1,1,174,4.48,4.56,2.04,4.72,1.09,2.1,4.43,1.64,4.37,1.89,4.36,0,0,186.2
1,1,175,1.48,2.15,1.78,1.89,4.67,1.6,2.77,1.08,4.44,2.92,3.25,0,0,123.8
1,1,176,3.72,2.33,2.65,4.29,2.44,2.24,2.83,1.91,4.71,2.63,1.8,0,0,152.2
1,1,177,2.42,2.65,1.97,2.36,3.49,3.18,5.0,1.82,3.02,2.44,3.15,1,1,117.2
1,1,178,4.32,4.99,2.59,3.68,1.69,2.61,1.45,2.9,3.22,2.2,3.0,1,0,148.1
1,1,179,1.76,3.74,2.08,2.05,2.93,2.21,1.28,4.54,4.98,1.85,4.19,0,1,119.0
1,1,180,4.29,3.2,2.84,3.62,4.29,1.85,1.33,2.26,3.56,4.62,4.02,0,0,183.9
1,1,181,3.7,2.66,3.07,3.01,3.99,4.91,3.57,2.23,3.56,3.02,4.23,0,1,199.8
1,1,182,4.22,3.47,3.99,2.74,3.65,3.34,2.77,2.2,3.63,4.36,1.99,0,0,177.4
1,1,183,4.51,3.53,5.0,1.21,3.45,1.65,2.98,3.88,3.26,2.29,3.16,0,0,117.1
1,1,184,3.36,4.13,3.71,1.75,1.07,1.31,1.13,2.6,4.63,2.22,3.37,0,1,160.5
1,1,185,1.82,3.03,3.17,3.35,1.72,2.26,1.69,1.81,2.99,3.25,3.36,1,1,131.5
1,1,186,4.28,3.24,4.08,3.75,4.92,2.8,4.84,2.05,2.12,3.86,3.63,1,0,117.7
1,1,187,4.58,4.51,1.45,3.98,4.06,2.38,1.42,3.26,4.14,1.57,2.63,0,1,148.2
1,1,188,3.47,4.35,2.96,4.54,4.99,4.27,3.09,1.49,2.02,1.58,1.44,0,1,130.5
1,1,189,2.22,3.81,1.42,4.09,3.01,1.1,2.51,3.8,2.15,2.11,4.97,1,1,142.3
1,1,190,4.01,1.41,4.74,4.29,2.74,3.23,2.83,3.74,1.87,1.33,1.71,0,1,161.6
1,1,191,1.6,3.64,3.41,2.37,2.8,1.12,4.51,3.89,4.31,3.78,4.5,1,1,149.3
1,1,192,2.1,2.61,2.62,1.54,2.75,4.62,1.65,4.68,3.14,1.65,4.32,1,1,122.8
1,1,193,3.56,3.01,2.2,1.5,2.49,4.24,2.02,2.99,2.61,2.36,1.61,0,1,129.1
1,1,194,2.61,2.88,4.37,2.26,2.91,1.72,2.31,3.78,3.03,2.8,3.36,1,1,105.7
1,1,195,4.82,1.75,3.13,3.77,3.74,1.4,3.08,3.9,3.16,4.65,1.16,0,0,121.1
1,1,196,2.67,4.79,4.01,3.09,1.87,2.84,4.46,4.92,3.2,3.76,1.31,1,0,142.3
1,1,197,1.27,1.44,1.0,2.31,2.6,1.62,2.13,3.16,4.3,4.15,4.84,0,0,128.6
1,1,198,2.65,3.29,4.86,1.01,1.34,2.33,2.91,1.8,2.26,4.44,1.15,0,0,127.3
1,1,199,4.08,4.67,3.21,3.61,1.03,2.96,1.94,4.21,3.25,3.25,3.78,1,0,189.6
1,1,200,1.01,1.41,1.68,1.98,3.26,3.01,1.5,2.21,3.84,4.22,2.67,1,1,160.4
1,1,201,4.61,2.97,3.12,1.96,1.37,4.13,2.04,1.15,4.76,2.81,3.68,1,0,199.3
1,1,202,4.0,4.04,1.48,4.23,2.01,1.3,3.79,4.29,1.25,1.99,1.7,1,0,193.1
1,1,203,2.09,4.79,4.69,1.55,4.5,2.33,4.75,2.6,4.41,1.9,2.54,1,0,118.3
1,1,204,1.79,1.08,1.94,2.28,1.9,4.43,2.76,2.64,4.64,3.44,2.06,1,1,185.3
1,1,205,1.34,1.27,2.31,2.25,4.09,3.19,4.59,4.45,2.49,4.61,2.33,1,1,198.5
1,1,206,3.98,4.24,2.68,2.14,4.12,3.94,1.9,4.04,2.97,1.49,3.82,1,0,184.0
1,1,207,4.86,2.22,2.84,4.24,4.58,4.71,3.98,4.62,2.71,3.35,2.12,1,0,160.2
1,1,208,3.22,2.44,4.49,1.57,3.3,2.49,1.69,3.33,3.13,3.9,4.15,1,0,166.0
1,1,209,3.33,1.22,3.3,4.7,2.81,3.22,2.7,1.41,3.09,4.19,1.16,1,0,199.9
1,1,210,4.45,1.88,3.56,3.18,1.67,1.02,2.05,4.94,4.5,1.09,3.96,1,1,150.2
1,1,211,4.01,4.59,2.08,3.07,4.06,3.06,4.7,3.39,1.85,1.85,2.64,0,0,145.4
1,1,212,2.41,2.72,2.32,2.81,4.31,1.24,1.33,3.41,2.88,1.81,2.41,0,0,133.7
1,1,213,4.0,2.16,2.85,2.0,3.59,2.15,3.62,3.12,2.93,3.77,2.9,1,0,127.2
1,1,214,4.92,3.04,1.06,4.13,2.02,4.16,2.35,1.31,1.34,2.29,4.44,0,1,190.3
1,1,215,4.08,3.76,3.66,1.9,4.66,3.52,3.72,3.89,2.99,2.6,1.84,0,1,118.5
1,1,216,3.66,4.87,2.38,4.97,4.62,1.03,2.8,1.04,4.3,2.75,3.08,0,1,108.4
1,1,217,3.5,2.62,3.71,4.17,2.67,3.03,3.99,2.68,1.16,3.89,3.04,0,1,115.9
1,1,218,1.37,3.39,2.02,3.69,2.4,4.96,4.61,4.4,3.34,4.5,1.45,0,0,100.1
1,1,219,3.74,2.71,2.26,3.64,2.67,2.54,2.52,3.09,4.83,3.99,4.64,0,1,142.8
1,1,220,4.23,2.27,4.52,2.29,4.29,4.78,1.11,2.65,3.59,3.61,1.15,0,0,165.1
1,1,221,1.8,3.96,4.02,3.88,2.64,1.35,2.18,2.09,4.81,1.9,2.46,0,0,154.2
1,1,222,3.66,1.63,4.17,3.17,1.57,2.62,2.18,3.44,2.7,1.5,3.46,0,0,170.5
1,1,223,2.17,2.5,3.69,1.24,2.2,3.33,2.33,4.74,3.95,3.91,2.61,1,0,111.2
1,1,224,1.85,4.02,2.39,1.61,4.92,4.09,3.46,2.23,3.54,2.75,4.62,1,0,169.5
1,1,225,4.7,3.95,2.25,4.5,3.54,2.6,1.75,1.54,1.02,3.54,1.05,0,0,111.6
1,1,226,3.68,2.17,1.81,4.55,1.59,3.55,2.77,4.16,4.56,4.71,2.3,0,1,192.4
1,1,227,4.65,1.02,2.69,1.59,3.07,3.65,1.57,4.59,4.99,2.35,1.44,0,1,116.4
1,1,228,3.89,1.47,2.85,3.27,2.3,3.48,4.26,2.65,2.51,4.82,4.87,1,0,182.1
1,1,229,4.05,2.86,4.24,1.02,3.59,2.44,4.2,1.01,4.2,2.57,2.65,1,0,106.1
1,1,230,2.44,1.87,1.95,1.85,4.41,2.5,1.01,2.45,3.44,3.46,1.66,0,0,110.1
1,1,231,1.09,3.92,2.84,4.36,2.09,3.12,3.3,3.5,4.16,3.13,2.44,0,1,186.2
1,1,232,3.4,3.28,1.47,3.12,1.1,3.64,3.12,1.62,1.71,1.95,4.7,0,0,143.3
1,1,233,3.01,4.75,3.3,2.75,3.12,2.24,2.86,2.3,1.11,3.44,2.96,0,1,123.2
1,1,234,1.26,2.78,2.63,3.53,3.86,3.43,3.81,4.55,4.73,2.0,1.74,1,1,163.2
1,1,235,2.08,2.41,3.75,2.77,3.71,1.6,1.56,3.14,2.7,2.8,2.59,1,0,119.2
1,1,236,4.07,4.97,4.27,2.13,2.32,3.79,4.61,4.42,1.24,3.23,3.52,0,0,171.2
1,1,237,3.67,1.77,3.68,4.7,3.58,3.6,2.96,1.37,1.37,1.88,1.71,0,1,127.3
1,1,238,4.44,4.66,1.2,1.98,4.51,4.58,3.51,1.12,3.31,4.86,2.77,1,0,143.9
1,1,239,1.15,4.43,4.65,2.69,4.14,4.77,1.24,2.41,4.38,2.46,4.92,0,0,186.5
